STATION,DATE,ROUTE,MP,LANE,H0000,H0100,H0200,H0300,H0400,H0500,H0600,H0700,H0800,H0900,H1000,H1100,H1200,H1300,H1400,H1500,H1600,H1700,H1800,H1900,H2000,H2100,H2200,H2300,TOTAL
-658,2023-01-19,89,349.598,PLane3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2
-658,2023-01-20,89,349.598,NLane1,,,,,,,,,,,74.0,204.0,265.0,233.0,329.0,346.0,355.0,374.0,397.0,321.0,170.0,135.0,55.0,29.0,3287
-658,2023-01-20,89,349.598,NLane2,,,,,,,,,,,80.0,232.0,243.0,262.0,417.0,431.0,475.0,487.0,519.0,397.0,293.0,185.0,113.0,81.0,4215
-658,2023-01-20,89,349.598,NLane3,,,,,,,,,,,97.0,260.0,317.0,306.0,492.0,459.0,513.0,584.0,498.0,381.0,223.0,164.0,116.0,72.0,4482
-658,2023-01-20,89,349.598,PLane1,,,,,,,,,,,89.0,204.0,301.0,284.0,573.0,595.0,638.0,710.0,603.0,466.0,340.0,217.0,138.0,106.0,5264
-658,2023-01-20,89,349.598,PLane2,,,,,,,,,,,63.0,162.0,238.0,242.0,492.0,492.0,568.0,569.0,554.0,415.0,314.0,241.0,136.0,72.0,4558
-658,2023-01-20,89,349.598,PLane3,,,,,,,,,,,3.0,5.0,5.0,5.0,17.0,11.0,8.0,11.0,17.0,18.0,3.0,6.0,0.0,0.0,109
-658,2023-01-23,89,349.598,NLane1,,,,,,,,,,40.0,171.0,266.0,325.0,304.0,263.0,270.0,293.0,261.0,271.0,217.0,124.0,63.0,28.0,8.0,2904
-658,2023-01-23,89,349.598,NLane2,,,,,,,,,,91.0,291.0,391.0,449.0,386.0,341.0,399.0,438.0,455.0,392.0,321.0,221.0,148.0,72.0,38.0,4433
-658,2023-01-23,89,349.598,NLane3,,,,,,,,,,110.0,326.0,396.0,483.0,465.0,442.0,459.0,519.0,539.0,393.0,305.0,227.0,115.0,69.0,31.0,4879
-658,2023-01-23,89,349.598,PLane1,,,,,,,,,,67.0,440.0,513.0,557.0,574.0,525.0,550.0,599.0,648.0,551.0,363.0,256.0,130.0,75.0,43.0,5891
-658,2023-01-23,89,349.598,PLane2,,,,,,,,,,60.0,340.0,426.0,531.0,476.0,463.0,509.0,552.0,581.0,408.0,312.0,215.0,147.0,61.0,17.0,5098
-658,2023-01-23,89,349.598,PLane3,,,,,,,,,,0.0,3.0,16.0,16.0,9.0,11.0,17.0,11.0,9.0,13.0,3.0,3.0,3.0,1.0,0.0,115
-658,2023-01-24,89,349.598,NLane1,5.0,0.0,2.0,3.0,4.0,13.0,19.0,42.0,81.0,147.0,204.0,258.0,346.0,287.0,232.0,270.0,318.0,303.0,275.0,223.0,141.0,51.0,42.0,23.0,3289
-658,2023-01-24,89,349.598,NLane2,15.0,4.0,6.0,3.0,10.0,40.0,58.0,135.0,216.0,214.0,291.0,349.0,386.0,383.0,339.0,340.0,392.0,429.0,407.0,342.0,227.0,158.0,61.0,9.0,4814
-658,2023-01-24,89,349.598,NLane3,28.0,5.0,7.0,8.0,16.0,35.0,75.0,215.0,307.0,264.0,304.0,381.0,435.0,432.0,442.0,440.0,526.0,504.0,412.0,295.0,187.0,99.0,89.0,52.0,5558
-658,2023-01-24,89,349.598,PLane1,14.0,5.0,5.0,10.0,22.0,54.0,86.0,210.0,263.0,356.0,406.0,488.0,544.0,509.0,528.0,563.0,637.0,663.0,514.0,365.0,246.0,184.0,100.0,52.0,6824
-658,2023-01-24,89,349.598,PLane2,12.0,4.0,7.0,6.0,12.0,29.0,87.0,158.0,256.0,265.0,333.0,406.0,503.0,471.0,439.0,488.0,506.0,584.0,464.0,340.0,239.0,172.0,77.0,17.0,5875
-658,2023-01-24,89,349.598,PLane3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,8.0,16.0,10.0,7.0,13.0,11.0,16.0,19.0,9.0,7.0,2.0,3.0,0.0,0.0,133
-658,2023-01-26,89,349.598,NLane1,5.0,0.0,3.0,2.0,3.0,7.0,17.0,52.0,87.0,159.0,189.0,266.0,327.0,275.0,248.0,269.0,308.0,323.0,335.0,224.0,171.0,74.0,37.0,14.0,3395
-658,2023-01-26,89,349.598,NLane2,15.0,8.0,7.0,4.0,14.0,39.0,57.0,150.0,207.0,246.0,279.0,356.0,399.0,396.0,371.0,394.0,398.0,462.0,414.0,329.0,235.0,143.0,93.0,41.0,5057
-658,2023-01-26,89,349.598,NLane3,21.0,6.0,7.0,5.0,11.0,34.0,85.0,236.0,289.0,275.0,317.0,420.0,458.0,449.0,437.0,469.0,471.0,535.0,439.0,315.0,210.0,123.0,107.0,34.0,5753
-658,2023-01-26,89,349.598,PLane1,20.0,7.0,4.0,9.0,17.0,54.0,112.0,200.0,281.0,344.0,384.0,499.0,606.0,549.0,518.0,566.0,632.0,679.0,526.0,358.0,292.0,164.0,97.0,52.0,6970
-658,2023-01-26,89,349.598,PLane2,13.0,8.0,2.0,7.0,9.0,27.0,91.0,166.0,237.0,288.0,369.0,443.0,527.0,473.0,468.0,473.0,525.0,569.0,440.0,342.0,249.0,186.0,66.0,29.0,6007
-658,2023-01-26,89,349.598,PLane3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,6.0,14.0,14.0,19.0,15.0,15.0,13.0,11.0,16.0,19.0,7.0,3.0,1.0,1.0,0.0,166
-658,2023-01-28,89,349.598,NLane1,9.0,2.0,1.0,,,,,,,,,150.0,271.0,275.0,261.0,234.0,414.0,392.0,379.0,296.0,208.0,122.0,81.0,28.0,3123
-658,2023-01-28,89,349.598,NLane2,35.0,15.0,8.0,,,,,,,,,160.0,266.0,272.0,251.0,245.0,436.0,493.0,459.0,342.0,249.0,169.0,119.0,59.0,3578
-658,2023-01-28,89,349.598,NLane3,38.0,20.0,13.0,,,,,,,,,185.0,328.0,313.0,318.0,288.0,530.0,559.0,469.0,314.0,209.0,140.0,104.0,56.0,3884
-658,2023-01-28,89,349.598,PLane1,57.0,20.0,11.0,,,,,,,,,105.0,190.0,213.0,187.0,188.0,620.0,612.0,520.0,363.0,258.0,210.0,150.0,79.0,3783
-658,2023-01-28,89,349.598,PLane2,28.0,14.0,7.0,,,,,,,,,115.0,182.0,180.0,186.0,197.0,584.0,570.0,496.0,417.0,282.0,220.0,146.0,63.0,3687
